SchoolName,District name,ZipCodeID,SchoolCity,SchoolID,APNumberOfTestTakers,Enrollment,APTotalTestsTaken,ApPercentOfSchoolInHardClasses,ApGoodScoresPercentPerStudent,APNumberOfHighScores,SATCriticalReadingMean,SATMathMean,SATWritingMean,PsatSophomoreNumberOfTestTakers,PSATJuniorNumberOfTestTakers,PSATSophomoreMathMean,PSATSophomoreCriticalReadingMean,PSATSophomoreWritingSkillsMean,PSATJuniorCriticalReadingMean,PSATJuniorMathMean,PSATJuniorWritingSkillsMean,Graduates,Cohort,Continuing,GraduationRate,ContinuingRate,FailRate,MedianIncome,CostOfLivingIndex,WalkScore,Population,CollegeDegreePercent,MaleToFemaleRatio,MarriedPercent,MedianAge,OwnerOccupiedHomesPercent,DivorcedPercent,SinglePercent,MedianMortgageToIncomeRatio,BachelorsOrHigher,GraduateOrHigher,SomeCollegeOrHigher,UnderHighSchool,LivedInSameHomeForOver5Years,TeacherBadPercent,TeacherPeerBadPercent,PrincipalBadPercent,StaffCostPerStudent,TotalCostPerStudent,StudentToTeacherRatio,TeacherCertificationPercentage,RevenuePercentGoingToBasicEd,EslToBasicEdRatio,AvgTeacherCost,PeoplePerSquareMile,HousingPerSquareMile,PercentWaterInZipCode,Latitude,Longitude,ZipCodeID,EarlyStudentCount,ElementaryStudentCount,HighSchoolCount,MiddleSchoolCount,TotalStudentCount,PreschoolPercent,ElementarySchoolPercent,MiddleSchoolPercent,HighSchoolPercent,MedianHousePrice,AverageRentPrice,ChildrenInPovertyPercent,PoorPercent,Burglary,Theft,CarTheft,ProficientInReadingAndMath,ProficientInReading,ProficientInMath,ViolentCrime,PropertyCrime,Assault,Murder,Rape,Robbery
Naches Valley High School,Naches Valley School District,98937,Naches,2591,0,483,0,0,0,0,503,499,490,11,36,48.275,49.25,45.375,50,49.875,46.95,118,129,1,91.5,0.8,7.699997,36860,119.4,51,3104,13.7,92,67.9,40.3,73,9.2,22.9,23.8,13.8,4.4,26.1,17.8,64.3,0,0,0,4351.122099,4711.190899,24.02213644,0.914795544,0.517309458,0.045150739,95617.40214,5.84,3.31109679,0.012181483,46.71207,-120.970977,98937,12,496,483,340,1422,0.008438819,0.348804501,0.239099859,0.339662447,209479,,12.1,39.9,,,,0.586666667,0.683333333,0.483333333,1,10,,,,
Selah High School,Selah School District,98942,Selah,2388,41,676,50,0.060650888,0.030325,25,496,512,478,2,65,13,11.6,11.15,45.95,49.325,43.95,244,282,12,86.5,4.3,9.199997,46418,152.2,40,15655,21.5,92.6,65.5,34.5,74.4,10.2,24.3,23.3,21.6,8.1,25.6,18.1,54.8,0,0,0,4034.557464,4426.247987,28.36346049,0.901157316,0.465677403,0.061736477,103123.0464,99.96,36.67427454,0.000586548,46.726395,-120.569974,98942,7,1289,1005,815,3342,0.002094554,0.385697187,0.243865949,0.300718133,224300,745,12.9,43.7,1079979,3093018.5,368583.5,0.58,0.67,0.48,5,158,3,0,4,0
Sunnyside High School,Sunnyside School District,98944,Sunnyside,2959,121,1720,206,0.070348837,0.010586,31,427,436,412,166,59,29.425,28.75,28.025,42.5,43.575,40.8,289,454,25,63.7,5.5,30.8,30689,99.3,40,20117,10.3,94.6,58.5,26.1,60.6,6.3,35.2,26.8,10.3,3.9,13.7,48.3,44.8,0.0051813,0,0,3568.952103,3823.772235,22.99622119,0.910029401,0.381507737,0.279105307,74688.30793,141.06,41.34689583,7.01E-05,46.342102,-119.99,98944,61,2613,1720,1402,6359,0.009592703,0.410913666,0.220474917,0.27048278,131764,670,48.2,83.3,201,461,89,42,48,36,29,331,28,6,9,12
Toppenish High School,Toppenish School District,98948,TOPPENISH,2900,33,744,39,0.044354839,0.005686,5,414,432,403,112,51,38.65,36.025,35.225,38.725,40.6,36.9,131,151,8,86.8,5.3,7.899994,28218,94.5,40,13247,7.4,101.3,57.3,26.1,63.5,8,34.7,24,7.5,2.2,16.2,48.8,59.5,0,0,0,3559.574317,3589.413439,25.59590383,0.889747621,0.356928616,0.332049174,81065.37011,68.42,19.52742094,0.000876289,46.35653,-120.334623,98948,49,1480,1020,794,3686,0.013293543,0.401519262,0.215409658,0.276722735,144189,595,37.3,88.5,132,328,55,32,44,20,36,317,23,0,11,27
Wapato High School,Wapato School District,98951,Wapato,3141,52,861,69,0.06039489,0.021006,24,413,437,401,101,48,29.5,27.2,26.45,39.525,41.975,37.375,140,184,8,76.1,4.3,19.6,30417,97.3,2,13634,9.7,97.1,54.7,26.2,58.9,7,38.3,27.1,9.8,2.8,14,46.6,65.4,0.0096153,0,0.1,4345.565954,4629.217669,23.42427126,0.903558052,0.47081028,0.245609943,91974.72438,110.8,31.76028739,0.000244878,46.457731,-120.467214,98951,41,1375,938,753,3419,0.01199181,0.402164376,0.220239836,0.274349225,135707,,44.7,84.6,2159878,6185867,737142,0.34,0.4,0.27,24,279,389455.5,7374,42385,183921.5
White Swan High School,Mount Adams School District,98952,White Swan,2532,0,270,0,0,0,0,319,328,311,18,25,19.05,18.8,16.85,35.125,38.975,34.95,35,74,4,47.3,5.4,47.3,33700,94.7,2,2693,10,108,53.4,21.8,59.2,7.5,39.1,14.5,10,5.6,22.8,25.6,54.6,0.0294117,0,0,5118.896246,5583.567722,19.58583106,0.937933552,0.431181848,0.121730662,94035.18931,17.39,4.451211611,0,46.377579,-120.714402,98952,2,432,270,225,1010,0.001980198,0.427722772,0.222772277,0.267326733,140100,,,28.8,,,,,,,,,,,,
Zillah High School,Zillah School District,98953,Zillah,2240,0,443,0,0,0,0,529,540,514,25,7,10.1,9.575,9.2,38.4,39.525,37.175,104,108,0,96.3,0,3.699997,36438,131.8,8,6116,16,99.3,62.1,32.1,67.9,8.7,29.2,23.3,16.1,4.7,22.9,28.5,53.4,0.0121951,0,0,3690.315524,3817.355063,23.50433968,0.950371359,0.428832213,0.121620483,82433.71924,136.42,46.6561939,0,46.418933,-120.266998,98953,9,512,443,339,1396,0.006446991,0.366762178,0.242836676,0.317335244,208986,,27.3,74.66,,,,37,46,18.3425,,,,,,
Riverside High School,Riverside School District,99003,Chattaroy,4228,32,499,53,0.064128257,0.021779,18,499,526,475,5,90,39.425,38.7,35.575,45.825,47.3,42.175,130,136,1,95.6,0.7,3.700005,44345,154.9,71,4725,15.3,100.9,69.3,39.2,90.6,8,22.7,25.3,15.3,6.6,28.8,15.9,64.4,0,0,0,4365.376085,4717.96309,26.4011207,0.912243119,0.43892983,0.006134254,105136.7684,61.13,23.00680272,0.000815661,47.921687,-117.293786,99003,17,558,518,371,1569,0.010834927,0.355640535,0.236456342,0.33014659,252300,685,6.3,43.16666667,,,,0.64,0.72,0.56,4,53,,,,
Cheney High School,Cheney School District,99004,CHENEY,3610,65,1165,89,0.055793991,0.03636,58,522,536,496,74,79,50.925,47.975,44.85,49.4,51.925,47.55,204,231,3,88.3,1.3,10.39999,31465,133.6,71,14480,37.7,96.5,48.4,25.8,56.8,8.7,42.9,22.6,37.8,12.7,26.9,6.2,38.5,0,0,0,4674.727621,5256.572616,23.60860947,0.89569873,0.535235799,0.019403801,98852.73234,43.69,16.91080581,0.013788359,47.466974,-117.605757,99004,64,1549,1233,905,4093,0.015636452,0.378451014,0.221109211,0.30124603,217200,655,24.1,45.9,1079984.5,3093103.5,368581,0.64,0.74,0.55,21,234,23,0,7,7
Three Springs High School,Cheney School District,99004,CHENEY,1769,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,0,41.7,0,58.3,31465,133.6,71,14480,37.7,96.5,48.4,25.8,56.8,8.7,42.9,22.6,37.8,12.7,26.9,6.2,38.5,0,0,0,4674.727621,5256.572616,23.60860947,0.89569873,0.535235799,0.019403801,98852.73234,43.69,16.91080581,0.013788359,47.466974,-117.605757,99004,64,1549,1233,905,4093,0.015636452,0.378451014,0.221109211,0.30124603,215444,655,24.1,45.9,1079984.5,3093103.5,368581,0.64,0.74,0.55,21,234,23,0,7,7
Deer Park High School,Deer Park School District,99006,Deer Park,4123,4,701,5,0.005706134,0.002282,2,505,513,484,9,50,13.125,12.525,11.45,47.15,49.3,43.95,152,186,6,81.7,3.2,15.10001,39663,122.9,71,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,13,4.5,27.9,15.3,56.1,0,0,0,4050.272505,4552.587827,25.99654036,0.921114411,0.50068918,0.001574921,96986.9666,57.3,22.26391495,0.00243309,47.966471,-117.481457,99006,1,866,817,538,2375,0.000421053,0.364631579,0.226526316,0.344,186200,680,17.8,50.4,2159878,6185867,737142,0.62,0.71,0.52,2,35,,,,
Mt Spokane High School,Mead School District,99021,MEAD,4491,222,1473,394,0.150712831,0.091804,240,523,537,512,95,229,50.55,49.45,46.5,47.95,50.225,45.425,256,272,3,94.1,1.1,4.800003,39663,122.9,2,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,24.3,8.3,25,9.3,62.9,0,0,0,4707.041144,5120.649856,24.12438928,0.92670093,0.575365051,0.015627224,105231.0542,115.44,44.44594777,0,47.81108,-117.223063,99021,64,3280,3264,2252,9421,0.006793334,0.34815837,0.239040442,0.346460036,302800,,,6.5,,,,,,,,,,,,
Medical Lake High School,Medical Lake School District,99022,Medical Lake,2890,70,539,104,0.12987013,0.051198,41,494,501,468,27,34,48.025,47.55,44.05,47,49.425,45.1,156,161,0,96.9,0,3.099998,39663,122.9,2,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,18.4,5.7,30.5,10.6,55,0,0,0,4520.134929,5038.546257,24.96875234,0.909841472,0.529779045,0.005193602,102686.6461,109.29,40.46087087,0.025091174,47.583754,-117.688124,99022,39,752,565,438,1959,0.019908116,0.383869321,0.223583461,0.288412455,207435,,12.1,31.6,2159878,6185867,737142,64,75,53,8,139,,,,
Lakeside High School,Nine Mile Falls School District,99026,Nine Mile Falls,4333,42,555,47,0.075675676,0.030592,19,499,500,475,18,67,50.875,48.15,45.725,48,49.325,44.975,140,147,2,95.2,1.4,3.400002,39663,122.9,2,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,30.2,11.1,26.8,5.9,57.7,0,0,0,4771.627532,5179.165508,21.79246535,0.936569113,0.563871856,0,97389.63338,116.49,42.07175027,0.000930954,47.801194,-117.593259,99026,13,529,555,402,1578,0.008238276,0.335234474,0.254752852,0.351711027,248700,980,10.6,51.66666667,,,,0.606666667,0.696666667,0.51,1,25,,,,
Reardan Middle-Senior High School,Reardan-Edwall School District,99029,REARDAN,2478,0,331,0,0,0,0,488,486,470,2,19,0,0,0,47.45,48.75,43.225,48,51,0,94.1,0,5.900002,39663,122.9,6,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,22.9,4.4,27.2,10.2,52.4,0,0,0,4808.038174,5290.613189,21.90751057,0.934751239,0.528650973,0,98459.35505,10.72,4.173329069,0.002392726,47.693129,-117.861645,99029,7,209,240,147,637,0.010989011,0.328100471,0.230769231,0.376766091,226803,605,14.7,44.93333333,,,,54.33333333,69.33333333,39.33333333,1,6,,,,
Freeman High School,Freeman School District,99030,Rockford,3192,42,321,60,0.130841121,0.089408,41,520,524,488,13,24,48.975,50.275,47.125,51.275,51.875,48.45,85,90,0,94.4,0,5.599998,39663,122.9,6,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,16,2.1,21.7,10.6,82.2,0.0232558,0,0,4565.125417,5662.959464,24.13354531,0.949672874,0.584495475,0,104627.9877,12.3,4.844792573,0,47.463725,-117.113197,99030,3,296,362,241,946,0.003171247,0.312896406,0.254756871,0.382663848,188400,,,9.5,,,,,,,,,,,,
Liberty High School,Liberty School District,99031,SPANGLE,3416,9,146,14,0.061643836,0.013209,3,466,527,465,7,14,25.5,23.1,22.175,45.45,49.975,43.225,35,43,0,81.4,0,18.6,39663,122.9,6,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,24.9,10.3,23.5,12.1,67.3,0,0,0,5577.678329,6124.965653,20.54315274,0.929442031,0.492552158,0,106498.3472,13.93,5.470944847,0,47.432691,-117.374499,99031,0,155,146,104,433,0,0.357967667,0.240184758,0.337182448,188400,,12.4,32.9,,,,0.67,0.76,0.58,1,46,,,,
Sprague High School,Sprague School District,99032,Sprague,2186,0,30,0,0,0,0,475,488,469,0,1,0,0,0,0,0,0,10,10,0,100,0,0,39663,122.9,6,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,16.1,4.1,26.2,18.3,56.3,0,0,0,10716.66281,11710.25841,8.936533333,1,0.490796174,0,95769.81446,2.91,1.506506301,0.018690836,47.273264,-117.990825,99032,1,36,30,0,77,0.012987013,0.467532468,0,0.38961039,138900,,16.2,52.92,,,,0.62,0.706666667,0.533333333,,,,,,
Tekoa High School,Tekoa School District,99033,TEKOA,3418,9,92,10,0.097826087,0.019565,2,513,515,486,0,11,0,0,0,46.45,50.45,44.375,10,11,0,90.9,0,9.099998,39663,122.9,6,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,12.4,4.6,31.7,19.9,56.1,0,0,0,7107.849726,7654.252918,15.48143001,0.92832055,0.513279333,0,102152.0945,30.12,13.39372371,0,47.222328,-117.081331,99033,0,84,59,46,205,0,0.409756098,0.224390244,0.287804878,138400,,,18.6,,,,,,,,,,,,
Central Valley High School,Central Valley School District,99037,Veradale,3065,206,1919,408,0.107347577,0.079195,301,531,543,514,58,174,55.45,55.225,52.65,50.925,52.9,48.075,419,442,3,94.8,0.7,4.5,39663,122.9,20,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,25.5,8.2,30.4,7.2,53.9,0.0133136,0,0,4720.685342,5075.804568,22.88387291,0.894536449,0.554949093,0.019093629,96634.59298,1150.51,425.3846154,0.002876318,47.643346,-117.199937,99037,99,4809,3835,2969,12606,0.007853403,0.381485007,0.235522767,0.304220213,297900,855,,14.9,,,,,,,,,,,,
Wellpinit High School,Wellpinit School District,99040,WELLPINIT,2550,10,75,14,0.133333333,0,0,208,220,200,6,9,39.85,37.2,34.5,36.575,42.375,36.15,16,19,0,84.2,0,15.8,39663,122.9,3,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,8.8,2.8,22.3,20.9,62.1,0,0,0,4893.591215,5782.246807,15.15323746,0.953291763,0.473504061,0,70690.15881,12.14,4.085095275,0.000652146,47.863857,-118.036613,99040,9,136,338,80,586,0.015358362,0.232081911,0.136518771,0.576791809,133700,,,26.2,,,,,,,,,,,,
Jenkins Senior High,Chewelah School District,99109,Chewelah,2404,41,323,68,0.126934985,0.048533,26,505,496,473,4,41,12.525,11.95,11.125,48.8,48.2,45.2,71,82,1,86.6,1.2,12.2,39663,122.9,3,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,15.6,6.7,25.5,15.3,54.9,0,0,0,4599.718782,5098.693402,25.60937882,0.950721123,0.498425002,0.002119362,111991.0891,16.47,7.120033081,0.000788821,48.269784,-117.734379,99109,9,263,358,186,872,0.010321101,0.301605505,0.213302752,0.410550459,219500,,,18.2,,,,,,,,,,,,
Colfax High School,Colfax School District,99111,Colfax,3366,15,329,15,0.045592705,0.024316,8,484,504,483,18,40,48.775,46.15,43.55,47.8,49.125,45.725,55,61,1,90.2,1.6,8.200005,39663,122.9,3,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,24.3,5.9,23.6,12.4,60.7,0,0,0,4638.282404,5269.899248,20.87768782,0.937764501,0.544264023,0,90809.93715,14.47,6.704947908,0,46.875136,-117.409203,99111,2,218,228,161,652,0.003067485,0.334355828,0.246932515,0.349693252,186701,,,29.9,2159878,6185867,737142,,,,,,,,,
Colton School,Colton School District,99113,Colton,2588,0,159,0,0,0,0,475,508,463,16,13,46.45,42.45,41.125,46.2,49.875,44.15,19,19,0,100,0,0,39663,122.9,3,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,31.5,13,28,4.1,67.2,0,0,0,7377.122562,8095.37459,13.6928774,0.962098241,0.522781881,0,97185.42526,7.6,3.042934556,0.000104199,46.577614,-117.161337,99113,3,58,61,32,162,0.018518519,0.358024691,0.197530864,0.37654321,177500,,9.2,30.12,,,,0.685,0.7775,0.5925,,,,,,
Colville Senior High School,Colville School District,99114,Colville,3310,2,614,2,0.003257329,0.001628,1,528,526,494,5,28,41.225,40.575,38.2,53.225,54.725,50.175,141,150,0,94,0,6,39663,122.9,3,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,15.6,5.2,25.8,14.8,54.1,0,0,0,3955.072064,4834.789519,28.84469958,0.922788979,0.571088822,0.018864079,105274.411,18.76,8.214291136,0.00252877,48.658512,-117.7671,99114,28,1007,1011,593,2688,0.010416667,0.374627976,0.220610119,0.376116071,163397,830,10.5,37.4,15,142,9,64,78,50,2,27,7,0,0,3
Almira Coulee Hartline High School,Coulee-Hartline School District,99115,Coulee City,2968,16,95,21,0.168421053,0.04812,6,477,478,457,0,19,0,0,0,41.45,44.25,39.625,19,20,0,95,0,5,39663,122.9,3,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,12.8,3.8,30.7,13.1,61.7,0,0,0,6866.172729,7847.888895,15.31752898,0.950649778,0.485812237,0,99982.49876,2.75,2.134523492,0.006578313,47.646132,-119.382703,99115,4,79,95,0,190,0.021052632,0.415789474,0,0.5,146400,,22.1,62.15,,,,0.52,0.635,0.395,7,114,,,,
Lake Roosevelt High School,Grand Coulee Dam School District,99116,COULEE DAM,2801,0,244,0,0,0,0,462,458,437,0,17,0,0,0,42,44.15,40.2,56,78,1,71.8,1.3,26.89999,39663,122.9,3,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,18.4,6.7,31.6,12.7,65.9,0,0,0,4886.621128,5637.93537,20.76031496,0.969465649,0.43709861,0,98350.15116,27.57,13.07972903,0.052033591,47.995847,-118.958621,99116,13,251,244,125,682,0.019061584,0.368035191,0.183284457,0.357771261,140400,,27.4,70.25,,,,0.325,0.42,0.23,6,61,,,,
Creston Jr-Sr High School,Creston School District,99117,Creston,2863,0,56,0,0,0,0,229,236,220,4,8,10.95,11.075,10.675,42.975,44.5,41.5,11,11,0,100,0,0,39663,122.9,3,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,11.3,2.6,29.3,19.4,58.8,0,0,0,9026.142474,9686.691034,9.140283365,1,0.454288597,0,82501.49991,4.42,2.796132151,0.000402739,47.757764,-118.493431,99117,0,48,34,29,120,0,0.4,0.241666667,0.283333333,168800,,23.2,49.275,,,,0.565714286,0.688571429,0.438571429,4,19,,,,
Cusick Jr Sr High School,Cusick School District,99119,CUSICK,2423,16,144,22,0.111111111,0.020202,4,368,356,348,6,9,37.2,35.475,32.2,49.975,49.35,46.8,23,25,0,92,0,8,39663,122.9,3,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,7.6,1.8,31.4,21.7,61.2,0,0,0,5552.50022,6182.492409,17.8830572,1,0.4853098,0,99295.67905,6.51,4.758912249,0.002279982,48.504786,-117.316899,99119,1,93,94,78,283,0.003533569,0.328621908,0.275618375,0.332155477,203900,,27.9,58.75,,,,0.565,0.66,0.465,0,1,,,,
Davenport Senior High School,Davenport School District,99122,DAVENPORT,3173,17,264,23,0.064393939,0.011198,4,470,472,462,19,18,35.075,33.725,32.425,34.375,34.6,32.5,43,53,0,81.1,0,18.9,39663,122.9,3,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,19.4,5.3,26.6,14.8,58.2,0,0,0,4467.388217,4932.961001,20.28800857,1,0.474059965,0,90634.4104,6.24,3.408353996,0.000667111,47.671143,-118.189385,99122,4,226,174,139,568,0.007042254,0.397887324,0.24471831,0.306338028,158600,555,12.8,53.8,2159878,6185867,737142,0.53,0.65,0.41,0,5,,,,
Harrington High School,Harrington School District,99134,Harrington,3113,1,52,1,0.019230769,0,0,375,386,361,4,3,12.175,11.55,11.875,11.775,13.325,12.15,6,6,0,100,0,0,39663,122.9,2,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,20.3,5.9,40.4,8.2,69.2,0,0,0,8876.217349,10172.06845,10.99060783,1,0.507235893,0,97555.02388,2.77,1.479547433,0.001347182,47.460312,-118.382586,99134,0,43,32,31,112,0,0.383928571,0.276785714,0.285714286,138861,,16.2,17,,,,62,70.66666667,53.33333333,,,,,,
Inchelium High School,Inchelium School District,99138,Inchelium,2603,9,51,9,0.176470588,0,0,0,0,0,8,8,30.3,26.275,27.775,26.975,29.75,26.575,10,13,0,76.9,0,23.1,39663,122.9,2,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,10.6,3.1,27.9,21.6,57.2,0,0,0,7725.89099,8537.002445,12.52906613,0.950507991,0.520184188,0,92007.46182,3.86,2.159621327,0.001083566,48.207661,-118.2979,99138,1,91,51,47,211,0.004739336,0.431279621,0.222748815,0.241706161,144137,,21.2,25.6,,,,30,41,19,0,2,,,,
Selkirk High School,Selkirk School District,99139,Ione,5226,12,84,12,0.142857143,0.035714,3,359,368,357,19,16,42.15,39.45,38.25,44.35,47.125,43.25,1,1,0,100,0,0,39663,122.9,2,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,10,5.4,24.6,18.3,54.1,0,0,0,6136.677025,6606.680904,16.28812735,0.950395565,0.464074427,0,94996.76677,9.16,5.28590169,0.001848571,48.736168,-117.4111,99139,10,79,84,70,257,0.038910506,0.307392996,0.272373541,0.326848249,157769,,,57.7,,,,,,,,,,,,
Kettle Falls High School,Kettle Falls School District,99141,KETTLE FALLS,4206,0,284,0,0,0,0,472,507,465,29,14,44.55,42.025,39.5,33.725,35.2,30.425,65,73,1,89,1.4,9.599998,39663,122.9,2,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,12.8,4,24.1,16.7,61.5,0,0,0,3913.494404,5099.753206,28.33795494,0.961132704,0.558563631,0,106590.0283,12.99,5.854700855,0.001455896,48.690209,-118.100454,99141,9,345,324,213,936,0.009615385,0.368589744,0.227564103,0.346153846,172631,600,28.7,17.2,,,,59,70,48,,,,,,
Lacrosse High School,LaCrosse School District,99143,LaCrosse,2088,12,33,15,0.363636364,0.072727,3,352,369,353,4,2,24.05,21.95,21.325,0,0,0,11,11,0,100,0,0,39663,122.9,2,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,19.5,5.5,31.8,10.5,70.1,0.0625,0,0,11219.12042,12826.19054,8.165508817,0.950649539,0.564703047,0,87088.83954,1.97,1.009244992,0.001256765,46.792982,-117.913136,99143,0,29,33,20,86,0,0.337209302,0.23255814,0.38372093,177468,,9.2,11.4,,,,,,,,,,,,
Newport High School,Newport School District,99156,Newport,2518,15,351,19,0.042735043,0.017993,8,499,513,484,11,19,51.275,50.075,48.325,48.8,51.1,46.25,76,100,7,76,7,17,39663,122.9,8,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,12.9,3.9,28.4,18.2,57.2,0,0,0.3333333,4629.439136,5024.927411,22.95252164,0.979618458,0.511560526,0,104091.6142,28.69,15.53689505,0.017536168,48.159752,-117.169844,99156,17,397,383,261,1143,0.014873141,0.347331584,0.228346457,0.335083115,184415,,34,63.6,,,,70,76,63,3,9,,,,
Northport High School,Northport School District,99157,Northport,2958,17,59,20,0.288135593,0.04322,3,238,244,229,10,9,41.975,40.475,35.85,40.825,45.65,37.325,14,20,1,70,5,25,39663,122.9,8,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,17.6,5.3,18.7,19.7,56.7,0,0,0,3616.110229,4975.874571,24.43660113,0.992600354,0.506466533,0,87711.5703,11.27,5.396039604,0.000494805,48.897876,-117.816471,99157,0,91,87,60,249,0,0.365461847,0.240963855,0.34939759,172600,,28.7,29.8,,,,0.59,0.7,0.48,,,,,,
Oakesdale High School,Oakesdale School District,99158,Oakesdale,2432,3,30,4,0.1,0,0,372,405,362,6,3,49.45,46.5,44.425,12.575,11.425,11.5,10,10,0,100,0,0,39663,122.9,5,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,23.7,6,30.6,12.6,71.5,0,0,0,9212.950617,9995.08633,10.42529379,0.98529682,0.470791444,0,94635.51002,7.23,3.31708477,0,47.136249,-117.254635,99158,0,39,30,26,98,0,0.397959184,0.265306122,0.306122449,160700,600,12.7,42.2,,,,0.6275,0.7175,0.54,,,,,,
Odessa High School,Odessa School District,99159,ODESSA,2443,0,129,0,0,0,0,483,519,472,11,1,47.95,44.9,43.425,12.35,14.4,12.45,15,17,0,88.2,0,11.8,39663,122.9,3,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,15.1,3.8,28.1,19.9,61.4,0,0,0,7237.035242,8000.892852,15.25653086,0.977367565,0.498623911,0,107913.1579,2.84,1.250582972,0.003528521,47.338736,-118.702353,99159,6,82,65,48,218,0.027522936,0.376146789,0.220183486,0.298165138,138900,,16.2,52.92,,,,0.62,0.706666667,0.533333333,,,,,,
Garfield at Palouse High School,Garfield School District,99161,Palouse,1962,0,34,0,0,0,0,517,516,494,17,24,46.325,47.975,45.05,48.675,47.85,46.35,9,9,0,100,0,0,39663,122.9,12,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,28.6,9.9,24.9,7.7,62.5,0,0,0,11159.82469,13343.529,8.22189781,0.931972789,0.48080661,0,85513.10566,18.15,8.351017351,0,46.905132,-117.105753,99161,3,39,34,20,102,0.029411765,0.382352941,0.196078431,0.333333333,160671,,12.7,12.1,,,,62.75,71.75,41.8725,,,,,,
Pullman High School,Pullman School District,99163,Pullman,2499,84,701,139,0.119828816,0.088794,103,574,599,552,66,99,55.875,53.4,51.025,54.95,57.65,52.85,154,179,2,86,1.1,12.9,39663,122.9,12,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,64.1,32.6,17.2,3,24.6,0,0,0,4211.706703,4677.247665,24.45511246,0.934638957,0.519874652,0.02887769,96265.71998,122.4,47.13331153,0,46.732705,-117.186481,99163,40,999,700,535,2482,0.016116035,0.402497985,0.215551974,0.28203062,297900,745,9.6,24.7,1080050,3093196.5,368582,0.74,0.81,0.68,7,171,27,0,15,12
Republic Senior High School,Republic School District,99166,REPUBLIC,3579,14,119,17,0.117647059,0.027681,4,483,485,475,28,19,40.325,40.125,39.625,33.35,33.075,32.55,25,30,2,83.3,6.7,10,39663,122.9,12,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,14.2,5.8,31.2,15.3,50.5,0,0,0,4596.614155,5148.22438,22.39405246,1,0.485504289,0,102936.8185,7.34,3.969101612,0.003810466,48.657684,-118.72647,99166,0,139,123,75,361,0,0.385041551,0.207756233,0.340720222,159527,,,59.8,2159878,6185867,737142,,,,,,,,,
Ritzville High School,Ritzville School District,99169,Ritzville,2132,0,116,0,0,0,0,497,492,457,0,19,0,0,0,45.275,46.875,41.925,23,31,2,74.2,6.5,19.3,39663,122.9,8,9028,12.9,94.8,66.6,37.5,81.2,8.7,24.7,24.6,17.8,4.1,26.1,14.3,60.2,0,0,0,6336.672412,6865.062266,15.3520357,1,0.52746724,0,97280.82112,3.82,1.805348174,0.001235219,47.107228,-118.431368,99169,7,117,116,78,348,0.020114943,0.336206897,0.224137931,0.333333333,149326,,17.5,42.7,,,,70,77.5,61.5,4,67,3,0,0,1
