SchoolName,District name,ZipCodeID,SchoolCity,SchoolID,APNumberOfTestTakers,Enrollment,APTotalTestsTaken,ApPercentOfSchoolInHardClasses,ApGoodScoresPercentPerStudent,APNumberOfHighScores,SATCriticalReadingMean,SATMathMean,SATWritingMean,PsatSophomoreNumberOfTestTakers,PSATJuniorNumberOfTestTakers,PSATSophomoreMathMean,PSATSophomoreCriticalReadingMean,PSATSophomoreWritingSkillsMean,PSATJuniorCriticalReadingMean,PSATJuniorMathMean,PSATJuniorWritingSkillsMean,Graduates,Cohort,Continuing,GraduationRate,ContinuingRate,FailRate,MedianIncome,CostOfLivingIndex,WalkScore,Population,CollegeDegreePercent,MaleToFemaleRatio,MarriedPercent,MedianAge,OwnerOccupiedHomesPercent,DivorcedPercent,SinglePercent,MedianMortgageToIncomeRatio,BachelorsOrHigher,GraduateOrHigher,SomeCollegeOrHigher,UnderHighSchool,LivedInSameHomeForOver5Years,TeacherBadPercent,TeacherPeerBadPercent,PrincipalBadPercent,StaffCostPerStudent,TotalCostPerStudent,StudentToTeacherRatio,TeacherCertificationPercentage,RevenuePercentGoingToBasicEd,EslToBasicEdRatio,AvgTeacherCost,PeoplePerSquareMile,HousingPerSquareMile,PercentWaterInZipCode,Latitude,Longitude,ZipCodeID,EarlyStudentCount,ElementaryStudentCount,HighSchoolCount,MiddleSchoolCount,TotalStudentCount,PreschoolPercent,ElementarySchoolPercent,MiddleSchoolPercent,HighSchoolPercent,MedianHousePrice,AverageRentPrice,ChildrenInPovertyPercent,PoorPercent,Burglary,Theft,CarTheft,ProficientInReadingAndMath,ProficientInReading,ProficientInMath,ViolentCrime,PropertyCrime,Assault,Murder,Rape,Robbery
Peninsula High School,Peninsula School District,98332,Gig Harbor,2681,246,1410,395,0.174468085,0.09938,225,523,514,499,173,121,45.05,45.475,42.575,49.425,48.325,46.6,309,354,5,87.3,1.4,11.3,61226,208.6,37,12975,31.8,81.9,66.3,40.6,85.5,8.9,24.8,23.4,31.9,11.9,29.1,8.1,55.9,0.0285714,0,0,4950.673921,5408.550688,23.25553783,0.932428725,0.586246732,0.005521765,107351.0642,626.59,240.1909308,0.002855783,47.364321,-122.600116,98332,105,3062,3190,2296,9198,0.011415525,0.332898456,0.249619482,0.346814525,340342,1080,3,22,76,340,27,73,80,66,7,100,14,0,2,10
Gig Harbor High,Peninsula School District,98335,Gig Harbor,4081,214,1640,370,0.130487805,0.07935,225,536,529,520,103,167,50.325,52.425,49.95,52.8,51.75,50,377,402,3,93.8,0.7,5.5,60483,225.9,8,23291,40.3,88,67.3,40.8,73.8,9.2,23.5,24,40.3,15.2,26.2,6,50.6,0.0285714,0,0,4950.673921,5408.550688,23.25553783,0.932428725,0.586246732,0.005521765,107351.0642,1028.19,414.1577061,0.000895255,47.301252,-122.605626,98335,105,3062,3190,2296,9198,0.011415525,0.332898456,0.249619482,0.346814525,395650,990,3.5,22,1439944,4124024.667,491437,0.73,0.8,0.66,4.5,63.5,389457.5,7374,42384.5,183921
Bremerton High School,Bremerton School District,98337,Bremerton,3109,121,1261,185,0.095955591,0.047199,91,497,501,475,61,113,45.45,45.45,41.725,45.725,46.25,42.95,285,327,11,87.2,3.4,9.400002,27988,96.2,68,8524,14.7,132.4,33.6,26.1,39.3,15.1,51.3,23,14.8,4,30.9,13,31.6,0,0,0,4429.849846,4768.157834,22.88822425,0.94062903,0.466972025,0.023821606,95371.6911,5233.43,2100,0,47.569167,-122.634799,98337,121,1963,1399,975,4924,0.024573517,0.398659626,0.198009748,0.284118603,182260,,31.3,58.6,422,1277,112,56,65,48,42,202,164,0,52,50
Graham Kapowsin High School,Bethel School District,98338,Graham,5033,273,1283,364,0.212782541,0.064302,110,497,489,477,100,121,45.4,45.9,43.475,47.35,47.35,44.925,345,379,1,91,0.3,8.699997,52455,161.3,8,20719,12.4,98.1,66.9,34.7,88,9.1,24,25.1,12.5,3.1,30.2,13.4,55.9,0.0135265,0,0.0263157,4715.465802,5103.876291,24.3825751,0.892631274,0.545958481,0.01553019,102630.4584,386.68,136.8273543,0.001678791,47.028423,-122.291008,98338,209,6527,5571,4253,17870,0.011695579,0.365249021,0.237996642,0.311751539,290447,890,3.5,37.35,,,,61,71,51,23,301,,,,
Kingston High School,North Kitsap School District,98346,Kingston,5085,140,940,222,0.14893617,0.079164,118,534,521,509,18,70,50.075,52.85,47.5,51.1,51.35,47.55,181,221,9,81.9,4.1,14,50824,178.9,12,8389,25.7,98,61.9,38,78.2,11.3,26.8,26,25.7,7.5,30.8,8.3,55.6,0,0,0,5040.776614,5564.285822,24.04486071,0.907524239,0.574415097,0.0278938,109996.268,275.2,114.7606383,0.001659476,47.807359,-122.519624,98346,111,2325,2251,1444,6572,0.016889836,0.353773585,0.219720024,0.342513694,332500,942.5,11.26666667,27.7,2159878,6185867,737142,0.68,0.77,0.58,3.5,19.5,,,,
Morton Junior-Senior High,Morton School District,98356,MORTON,3112,2,149,2,0.013422819,0,0,259,249,255,6,5,44.45,45.4,42.325,23.075,23.275,21.475,21,30,0,70,0,30,34756,108.7,43,2162,11.4,89.5,62.9,43.5,71.8,10.5,26.6,21.9,11.4,5.8,24.7,20.7,58.4,0.047619,0,0,6167.508308,6615.567491,16.70208267,0.92653541,0.521933001,0,95442.62905,20.28,9.502772817,0.000469748,46.562676,-122.295145,98356,4,112,92,78,307,0.013029316,0.364820847,0.254071661,0.299674267,181601,,18.8,59.3,,,,43.5,53.5,33,2,43,1,0,1,0
Orting High School,Orting School District,98360,Orting,2942,24,762,29,0.031496063,0.00543,5,498,489,483,15,77,51.325,49.05,45.775,46.75,47.525,44.575,168,183,4,91.8,2.2,6,56429,157.9,2,7432,12.5,108,66.2,34.3,83.6,9.5,24.3,24.8,12.5,3.9,28.8,12.9,43.2,0.0560747,1,0,4604.988853,5128.270462,24.23034161,0.934807418,0.581461277,0.011808686,104306.2352,57.49,20.99633252,0.001144776,47.039607,-122.146911,98360,25,866,762,531,2367,0.010561893,0.365863963,0.224334601,0.321926489,263400,,5.6,29.55,,,,0.61,0.715,0.51,6,175,519268.6667,9832,56511.33333,245222
Port Angeles High School,Port Angeles School District,98362,PORT ANGELES,2908,69,1210,89,0.057024793,0.037802,59,540,539,523,58,100,52.475,50.6,46.5,52.025,52.45,48.55,237,294,8,80.6,2.7,16.7,35721,135.7,2,21199,21.1,88.6,57.9,42.8,67.8,11.8,30.3,24.1,21.1,8.1,29.4,14.3,57,0,0,0.090909,4619.300091,4987.230325,22.80974036,0.972662508,0.508822388,0.011274499,102484.6199,87.41,41.25236256,0.000698009,48.097144,-123.406281,98362,51,1318,1323,875,3835,0.013298566,0.343676662,0.228161669,0.344980443,230000,710,19.3,44.4,1080055,3093296.5,368593.5,0.68,0.76,0.6,13,152,62,0,16,20
Crescent School,Crescent School District,98363,Port Angeles,3473,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,1,68.2,4.5,27.3,37791,134.5,2,12252,17.3,91.3,59.3,39.9,72.3,12.9,27.8,23.9,17.4,6.9,31.7,13.8,56.5,0.1111111,0,0,4555.207388,5792.337766,24.15071032,0.853652821,0.592252305,0,93911.62224,32.76,15.31005143,0.024301177,48.102836,-123.637654,98363,1,125,99,77,326,0.003067485,0.383435583,0.236196319,0.303680982,252000,880,15.6,44.4,1080055,3093296.5,368593.5,0.68,0.76,0.6,6,54,62,0,16,20
Lincoln High School,Port Angeles School District,98363,PORT ANGELES,4003,50,113,54,0.442477876,0.057358,7,424,429,406,5,86,14.7,13.96666667,12.2,38.2,39.93333333,36.03333333,18,78,7,23.1,9,67.9,37791,134.5,2,12252,17.3,91.3,59.3,39.9,72.3,12.9,27.8,23.9,17.4,6.9,31.7,13.8,56.5,0,0,0.090909,4619.300091,4987.230325,22.80974036,0.972662508,0.508822388,0.011274499,102484.6199,32.76,15.31005143,0.024301177,48.102836,-123.637654,98363,51,1318,1323,875,3835,0.013298566,0.343676662,0.228161669,0.344980443,252000,880,15.6,44.4,1080055,3093296.5,368593.5,0.68,0.76,0.6,6,54,62,0,16,20
Explorer Academy,South Kitsap School District,98366,PORT ORCHARD,1718,0,155,1,0,0,0,0,0,0,5,5,22.25,24.4,22.8,26.1,26.05,24.95,10,23,5,43.5,21.7,34.8,44692,143.2,23,31643,17.7,96.1,58.9,35.2,64,12.6,28.5,23.1,17.8,5.9,31.2,11.8,51,0.0182926,0,0.090909,4846.024347,5210.950451,23.52818759,0.878511058,0.554384389,0.007947981,100166.2231,1316.04,517.1178676,0.001663202,47.53587,-122.599055,98366,69,3662,3216,2229,9820,0.007026477,0.372912424,0.226985743,0.327494908,228318,935,13.7,34.3,104,454,39,65,72,58,7,89,34,0,14,3
South Kitsap High School,South Kitsap School District,98366,PORT ORCHARD,2272,166,2210,277,0.075113122,0.045013,166,520,516,495,76,152,49.675,47.825,45.4,49.65,51.2,47.3,619,714,10,86.7,1.4,11.9,44692,143.2,23,31643,17.7,96.1,58.9,35.2,64,12.6,28.5,23.1,17.8,5.9,31.2,11.8,51,0.0182926,0,0.090909,4846.024347,5210.950451,23.52818759,0.878511058,0.554384389,0.007947981,100166.2231,1316.04,517.1178676,0.001663202,47.53587,-122.599055,98366,69,3662,3216,2229,9820,0.007026477,0.372912424,0.226985743,0.327494908,264400,935,,12,,,,,,,,,,,,
Port Townsend High School,Port Townsend School District,98368,Port Townsend,2503,37,507,41,0.072978304,0.040939,23,564,548,547,5,30,28,28.2,27.775,55.95,55.025,54.45,117,142,4,82.4,2.8,14.8,38100,178.5,17,12736,34.9,87.7,56.2,47.4,70.6,17,26.8,25.5,35,13.6,28.5,6.7,47.3,0.0106382,0.0106382,0,4745.048744,5334.059317,22.77920998,0.926068541,0.531193885,0.00812281,100097.324,238.44,123.1212798,0.004075584,48.100255,-122.797363,98368,21,432,472,325,1333,0.015753938,0.32408102,0.243810953,0.354088522,273852,,19,45,76,239,17,62,73,50,13,240,16,0,0,1
North Kitsap High School,North Kitsap School District,98370,POULSBO,3236,180,1309,266,0.137509549,0.093051,180,542,539,515,35,98,52.375,50.775,48.625,52.125,53.125,49.2,286,350,17,81.7,4.9,13.4,51689,185.9,62,25302,29.6,92,64.6,39.2,77.4,9.6,25.8,24.2,29.7,8.8,29.3,8.9,53.7,0,0,0,5040.776614,5564.285822,24.04486071,0.907524239,0.574415097,0.0278938,109996.268,442.8,179.3375394,0.000175223,47.743302,-122.630413,98370,111,2325,2251,1444,6572,0.016889836,0.353773585,0.219720024,0.342513694,312200,1010,13.6,27.7,43,244,4,68,77,58,10,124,27,0,2,3
Puyallup High School,Puyallup School District,98371,Puyallup,2125,133,1563,209,0.08509277,0.051707,127,507,512,489,13,95,49.45,47.025,43.9,50,51.625,48.075,388,502,5,77.3,1,21.7,46268,167.5,25,20185,20.1,94.1,57.5,38.1,70,12.2,30.3,23.6,20.2,6.9,26.1,14.4,51.8,0.0112359,0,0,4572.833004,5044.193669,24.63914604,0.917612751,0.562726414,0.027356158,103388.0712,1631.78,684.9878935,0,47.196272,-122.315778,98371,204,7476,6741,5020,20809,0.00980345,0.359267625,0.24124177,0.323946369,258643,800,,27.4,,,,,,,,,,,,
E B Walker High School,Puyallup School District,98372,Puyallup,3972,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,78,6,55.1,7.7,37.2,47927,173.8,14,20914,20.7,87.5,58.4,36.4,62.8,12.5,29.1,24.4,20.7,6.3,29.2,12.8,45.1,0.0112359,0,0,4572.833004,5044.193669,24.63914604,0.917612751,0.562726414,0.027356158,103388.0712,1559.5,644.0387481,0.000744602,47.198591,-122.271315,98372,204,7476,6741,5020,20809,0.00980345,0.359267625,0.24124177,0.323946369,394334,915,,26,,,,,,,,,,,,
Gov John Rogers High School,Puyallup School District,98373,Puyallup,3645,202,1749,353,0.115494568,0.052675,161,487,492,467,75,156,46.4125,45.1125,42.025,45.0375,46.475,42.1375,509,570,12,89.3,2.1,8.599998,52251,179.6,15,16595,21.4,94.5,60,33.3,58.4,12,28,24.2,21.5,6.7,29.1,10.2,43.4,0.0112359,0,0,4572.833004,5044.193669,24.63914604,0.917612751,0.562726414,0.027356158,103388.0712,1793.62,727.9957582,0,47.147862,-122.318644,98373,204,7476,6741,5020,20809,0.00980345,0.359267625,0.24124177,0.323946369,305233,1225,5.9,27.4,400,1846,289,68,76,59,4,99,47,1,17,54
Emerald Ridge High School,Puyallup School District,98374,Puyallup,4540,409,1536,649,0.266276042,0.11529,281,508,513,488,51,146,47.4,45.925,42.775,48.975,49.55,46.375,449,511,1,87.9,0.2,11.9,58873,177.4,28,29246,24.3,94,65.7,33.1,75.7,9.3,25,24.3,24.3,8,29.8,7.5,47.8,0.0112359,0,0,4572.833004,5044.193669,24.63914604,0.917612751,0.562726414,0.027356158,103388.0712,1749.55,634.3956705,0.004191617,47.140045,-122.260122,98374,204,7476,6741,5020,20809,0.00980345,0.359267625,0.24124177,0.323946369,290447,1250,3.5,28.5,,,,61,71,51,4,113,47,1,17,54
Quilcene High And Elementary,Quilcene School District,98376,Quilcene,2474,0,196,0,0,0,0,525,492,482,2,4,0,0,0,25.875,24.125,23.95,25,25,0,100,0,0,39896,158.9,35,1812,18.6,105.9,55.6,44.7,80.2,15.9,28.5,23.5,18.6,6.6,30.2,10.5,61.7,0,0,0,4912.35277,6309.123296,21.21242629,0.945600435,0.544326488,0,98534.3275,18.06,10.69092396,0.004071661,47.826111,-122.852339,98376,1,127,94,74,304,0.003289474,0.417763158,0.243421053,0.309210526,234800,,21.2,68.95,,,,0.53,0.66,0.41,7,25,,,,
White Pass Jr. Sr. High School,White Pass School District,98377,Randle,2859,23,189,28,0.121693122,0.043461,10,505,506,469,15,17,43.675,44.2,39.55,46.45,47.675,43.5,31,37,1,83.8,2.7,13.5,31116,95.3,35,2120,7.5,95.8,66.6,42.1,76.1,12.2,21.2,28.8,7.5,1.5,19.5,24.6,48.6,0,0,0,5657.977099,6594.393213,18.12131148,0.914346895,0.474604931,0,93747.95545,8.37,4.05095437,0.000859423,46.525156,-121.850948,98377,1,175,120,100,425,0.002352941,0.411764706,0.235294118,0.282352941,167500,,,15.7,,,,,,,,,,,,
Sequim Senior High,Sequim School District,98382,Sequim,2471,89,959,115,0.092805005,0.052455,65,541,550,519,4,50,28.725,27.975,26.9,53,54.1,50.075,188,237,8,79.3,3.4,17.3,37392,160.2,35,21647,25.4,86.1,66.7,53.6,79.3,10,23.3,24.3,25.5,9.4,28.3,11.2,50.3,0.0074074,0,0,4356.221481,4984.452515,23.24625398,0.934140907,0.579436458,0.010578466,94596.55512,173.35,88.64843121,0.000160875,48.079979,-123.099166,98382,44,980,995,698,2900,0.015172414,0.337931034,0.240689655,0.343103448,226000,890,15.9,38.3,1079960,3093080,368574,0.61,0.71,0.51,5,91,18,0,1,4
Central Kitsap High School,Central Kitsap School District,98383,SILVERDALE,2615,257,1280,602,0.20078125,0.155088,465,313,322,299,68,109,30.5,29.2,27.32857143,30.21428571,31.65714286,28.67142857,387,403,7,96,1.7,2.300003,50991,177.5,31,19153,30,96.7,62.7,32.8,58.1,10.2,27.1,24.7,30.1,10.4,33.2,6,43.3,0,0,0,5123.086505,5561.632227,22.43020231,0.952773315,0.561820969,0.018555539,109484.9602,1104.5,435.0314825,0.003990878,47.667257,-122.690554,98383,120,4151,3951,2599,11583,0.01036001,0.358370025,0.224380558,0.341103341,321900,1305,,7.7,,,,,,,,,,,,
Klahowya Secondary,Central Kitsap School District,98383,SILVERDALE,4509,120,952,210,0.12605042,0.060624,101,528,531,498,17,68,51.475,51.275,48.05,49.775,50.525,47.275,155,161,2,96.3,1.2,2.5,50991,177.5,31,19153,30,96.7,62.7,32.8,58.1,10.2,27.1,24.7,30.1,10.4,33.2,6,43.3,0,0,0,5123.086505,5561.632227,22.43020231,0.952773315,0.561820969,0.018555539,109484.9602,1104.5,435.0314825,0.003990878,47.667257,-122.690554,98383,120,4151,3951,2599,11583,0.01036001,0.358370025,0.224380558,0.341103341,321900,1305,,7.7,,,,,,,,,,,,
Bethel High School,Bethel School District,98387,Spanaway,2807,88,1133,147,0.077669903,0.030116,57,478,476,458,55,54,48.5,48.175,46.75,47.125,48.3,46.65,279,326,2,85.6,0.6,13.8,51318,145.1,48,35760,13.2,98.9,62.3,31.9,77.7,12,25.7,24.2,13.2,2.7,29.4,13.4,48.3,0.0135265,0,0.0263157,4715.465802,5103.876291,24.3825751,0.892631274,0.545958481,0.01553019,102630.4584,580.44,205.109135,0.006266067,47.077796,-122.405179,98387,209,6527,5571,4253,17870,0.011695579,0.365249021,0.237996642,0.311751539,274174,945,5,40.1,2159878,6185867,737142,54,65,43,12,156,,,,
Challenger Secondary School,Bethel School District,98387,Spanaway,1510,0,329,0,0,0,0,158,143,149,0,0,0,0,0,0,0,0,78,170,29,45.9,17.1,37,51318,145.1,48,35760,13.2,98.9,62.3,31.9,77.7,12,25.7,24.2,13.2,2.7,29.4,13.4,48.3,0.0135265,0,0.0263157,4715.465802,5103.876291,24.3825751,0.892631274,0.545958481,0.01553019,102630.4584,580.44,205.109135,0.006266067,47.077796,-122.405179,98387,209,6527,5571,4253,17870,0.011695579,0.365249021,0.237996642,0.311751539,239231,945,13.7,40.1,2159878,6185867,737142,54,65,43,19,119,,,,
Spanaway Lake High School,Bethel School District,98387,Spanaway,4158,175,1177,242,0.148683093,0.037477,61,483,481,465,68,68,45.075,44.975,42.85,47.3,46.375,44.675,230,303,5,75.9,1.7,22.4,51318,145.1,48,35760,13.2,98.9,62.3,31.9,77.7,12,25.7,24.2,13.2,2.7,29.4,13.4,48.3,0.0135265,0,0.0263157,4715.465802,5103.876291,24.3825751,0.892631274,0.545958481,0.01553019,102630.4584,580.44,205.109135,0.006266067,47.077796,-122.405179,98387,209,6527,5571,4253,17870,0.011695579,0.365249021,0.237996642,0.311751539,206683,945,15.4,40.1,2159878,6185867,737142,54,65,43,60,368,,,,
Steilacoom High,Steilacoom Hist. School District,98388,STEILACOOM,4131,54,785,87,0.068789809,0.037952,48,499,507,485,27,81,49,48.05,45.2,47.725,47.9,44.875,183,210,0,87.1,0,12.9,46875,202.8,29,6183,36.2,90.6,60.4,38.5,60,13.4,26.2,22.6,36.3,15,25.5,7.4,46.8,0.0075757,0,0,3297.392231,4388.427586,28.29128434,0.925026447,0.607327582,0.01408589,86293.36873,846.07,373.180593,0,47.164965,-122.600507,98388,54,1885,792,1324,4387,0.012309095,0.429678596,0.301800775,0.180533394,451700,,,15.7,,,,,,,,,,,,
Sumner High School,Sumner School District,98390,Sumner,3247,8,1451,11,0.005513439,0.003508,7,516,506,493,39,186,51.575,50.35,47.75,48.25,48.4,45.475,268,309,4,86.7,1.3,12,56175,171.6,62,45092,17.8,99.5,61.4,34.4,79.9,11.2,27.4,25.2,17.9,4.4,29.5,11.5,50.9,0,0,0,5047.173912,5457.861035,22.41235326,0.924677983,0.577605268,0.027646843,104598.69,845.58,310.9471324,0.005203494,47.196364,-122.188708,98390,97,2922,2875,1917,8366,0.011594549,0.349270858,0.229141764,0.343652881,250631,1045,10.2,29.6,124,392,42,65,75,56,14,293,20,0,2,7
Tacoma School of the Arts,Tacoma School District,98402,Tacoma,1860,0,490,0,0,0,0,570,499,540,53,106,48.05,51.325,48.15,52.35,48.725,49.4,65,72,0,90.3,0,9.699997,15847,130.9,92,4939,15.2,138.8,30.7,37.4,6.2,20.8,48.5,22.9,15.2,5.1,23.1,25.5,25.4,0.0153172,0,0,5335.009107,5662.02599,23.5956625,0.894395887,0.504613522,0.071277404,112589.3039,4362.58,2377.876106,0,47.247671,-122.439711,98402,227,11196,8488,6260,28729,0.007901424,0.389710745,0.217898291,0.29545059,210896,575,,59.6,,,,,,,,,,,,
Stadium,Tacoma School District,98403,Tacoma,2084,115,1641,193,0.07007922,0.049019,135,530,520,513,46,132,52.75,52.1,49.6,51.65,52.225,49.85,202,271,4,74.5,1.5,24,35569,243,74,7749,41.1,95.5,43.2,36.5,32.5,17.9,38.9,23.7,41.1,18.8,27.3,8.2,40.2,0.0153172,0,0,5335.009107,5662.02599,23.5956625,0.894395887,0.504613522,0.071277404,112589.3039,7945.26,4614.285714,0,47.263971,-122.45879,98403,227,11196,8488,6260,28729,0.007901424,0.389710745,0.217898291,0.29545059,450374,735,,59.6,,,,,,,,,,,,
Foss,Tacoma School District,98405,Tacoma,3880,18,1075,18,0.016744186,0.00372,4,474,466,455,35,79,45.3,45.075,42.75,45.2,46.95,44.15,176,261,15,67.4,5.7,26.9,30585,117.5,62,22362,15.5,88.4,41.6,33.5,44.9,15.2,43.2,26.3,15.5,4.7,26.8,18.2,47.2,0.0153172,0,0,5335.009107,5662.02599,23.5956625,0.894395887,0.504613522,0.071277404,112589.3039,5470.21,2418.09291,0.00486618,47.248953,-122.465992,98405,227,11196,8488,6260,28729,0.007901424,0.389710745,0.217898291,0.29545059,218248,805,11.2,59.6,2902,7797,2070,49,59,39,36,361,1015,14,142,540
Wilson,Tacoma School District,98406,Tacoma,3246,65,1459,96,0.044551062,0.021811,47,485,494,474,15,35,36.6,36.475,34.45,47.725,49.95,46.875,102,132,2,77.3,1.5,21.2,44575,163,54,23407,30.6,82.7,48.1,36.5,64.2,11.8,40.1,23.8,30.7,11.2,26.8,11,52,0.0153172,0,0,5335.009107,5662.02599,23.5956625,0.894395887,0.504613522,0.071277404,112589.3039,5328.54,2297.278912,0,47.26302,-122.495185,98406,227,11196,8488,6260,28729,0.007901424,0.389710745,0.217898291,0.29545059,292512,892.5,17.2,59.6,2902,7797,2070,49,59,39,45,341,1015,14,142,540
Mt Tahoma,Tacoma School District,98409,Tacoma,3398,149,1488,232,0.100134409,0.024601,57,458,456,436,17,116,46.075,45.7,41.85,41.9,41.825,39.675,215,328,9,65.5,2.7,31.8,32132,105,80,21920,8.4,93.9,46.4,30.3,42.4,16.1,37.5,24.1,8.5,1.6,27.6,20.8,42.1,0.0153172,0,0,5335.009107,5662.02599,23.5956625,0.894395887,0.504613522,0.071277404,112589.3039,3049.13,1291.12344,0.004143646,47.208987,-122.480534,98409,227,11196,8488,6260,28729,0.007901424,0.389710745,0.217898291,0.29545059,170600,755,23.65,59.6,1081390,3096832,369606,0.49,0.59,0.39,38.5,321.5,1015,14,142,540
Oakland High School,Tacoma School District,98409,Tacoma,4109,0,273,1,0,0,0,116,113,115,0,0,0,0,0,0,0,0,10,90,15,11.1,16.7,72.2,32132,105,80,21920,8.4,93.9,46.4,30.3,42.4,16.1,37.5,24.1,8.5,1.6,27.6,20.8,42.1,0.0153172,0,0,5335.009107,5662.02599,23.5956625,0.894395887,0.504613522,0.071277404,112589.3039,3049.13,1291.12344,0.004143646,47.208987,-122.480534,98409,227,11196,8488,6260,28729,0.007901424,0.389710745,0.217898291,0.29545059,170600,755,23.65,59.6,1081390,3096832,369606,0.49,0.59,0.39,38.5,321.5,1015,14,142,540
Fife High School,Fife School District,98424,Tacoma,2773,53,783,71,0.067688378,0.033367,35,506,520,488,11,42,52.8,48.525,46.925,50.525,52.175,48.75,213,233,1,91.4,0.4,8.199997,31938,150.2,38,4851,10.7,110.8,45,29.4,23.4,16,39,24.4,10.8,2.4,29.8,19.2,32.7,0.00813,0.0149253,0,4871.17707,5315.089081,24.41153429,0.89918117,0.555099868,0.100104521,106924.246,809.84,381.5745394,0,47.242186,-122.359167,98424,42,1318,1099,813,3561,0.01179444,0.370120753,0.228306655,0.308621174,286700,840,17.1,33.55,,,,0.61,0.705,0.515,22,276,1015,14,142,540
Washington High School,Franklin Pierce School District,98444,Tacoma,3648,110,1007,183,0.109235353,0.029845,50,476,480,452,46,59,44.075,42.1,39.575,43.85,45.75,41.2,149,187,5,79.7,2.7,17.60001,32351,123.3,40,31682,12,91.3,46.1,28.6,42.1,15.1,38.8,24.3,12.1,3.6,27.6,17.7,38.2,0.0314769,0,0,4683.155671,5117.285805,23.25782901,0.910167232,0.525304339,0.073805925,99135.44575,4720.32,1884.672619,0.007385524,47.153571,-122.448507,98444,105,2673,2421,1666,7471,0.014054343,0.357783429,0.222995583,0.324053005,183305,790,14.3,62.3,2159878,6185867,737142,55,65,45,109,771,,,,
Franklin Pierce High School,Franklin Pierce School District,98445,TACOMA,2876,99,1145,149,0.086462882,0.034236,59,488,491,464,44,72,48.675,44.875,42.3,46.05,46.975,42.425,178,220,5,80.9,2.3,16.8,46986,145.3,20,22044,12.8,92.3,59.2,35.3,74.4,12.5,28.3,24.8,12.9,4,30.4,15.7,50,0.0314769,0,0,4683.155671,5117.285805,23.25782901,0.910167232,0.525304339,0.073805925,99135.44575,2269,854.9595142,0,47.148269,-122.411961,98445,105,2673,2421,1666,7471,0.014054343,0.357783429,0.222995583,0.324053005,212631,940,28.4,13.3,,,,,,,,,,,,
Curtis Senior High,University Place School District,98466,UNIVERSITY PLACE,3600,141,1389,267,0.101511879,0.062351,164,535,519,511,29,60,48.0875,47.425,44.7625,50.85,49.0625,47.2875,372,419,1,88.8,0.2,11,47286,178.1,63,24567,32.8,84.4,54.2,38,54.5,13.6,32.2,23.7,32.9,12.4,27.7,7.6,48.4,0.0140845,0,0.076923,4880.759403,5215.2633,23.51027762,0.917711104,0.555352228,0.020339764,105305.5217,3693.48,1659.459459,0,47.230402,-122.532728,98466,54,1965,1902,1379,5622,0.009605123,0.349519744,0.245286375,0.338313767,299600,1055,8.1,32.2,1081390,3096832,369606,0.7,0.79,0.6,19,327,1015,14,142,540
Lakes High School,Clover Park School District,98498,Lakewood,3456,175,1441,295,0.121443442,0.045695,111,484,483,457,334,58,39.85,39.225,36.775,49.7,50.95,47.5,234,270,8,86.7,3,10.3,43938,163.5,31,28612,25.1,93.4,59.2,38.8,60.8,12.9,27.9,23.8,25.1,10.2,28.5,11.6,48,0.0236686,0,0.0277777,4717.40071,5122.937962,24.21603944,0.891623314,0.442420301,0.095787175,101856.16,3008.49,1253.333333,0.008264463,47.16062,-122.558779,98498,304,5356,2848,2526,12356,0.024603432,0.433473616,0.204435092,0.230495306,301072,1025,5.6,17.2,,,,,,,,,,,,
Clover Park High School,Clover Park School District,98499,Lakewood,2425,110,1117,201,0.098478066,0.009798,20,439,445,425,241,35,37.2,36.225,34.225,41.5,42.125,39.1,158,227,4,69.6,1.8,28.6,32459,134.5,80,29303,18.9,89.3,50.5,32.5,39.8,17.2,32.3,23.8,19,6.5,24.9,17.3,39.2,0.0236686,0,0.0277777,4717.40071,5122.937962,24.21603944,0.891623314,0.442420301,0.095787175,101856.16,3257.91,1472.103487,0.035791757,47.16632,-122.508443,98499,304,5356,2848,2526,12356,0.024603432,0.433473616,0.204435092,0.230495306,255503,855,21.7,68.6,1080232.5,3093881.5,368712.5,0.5,0.59,0.42,56,286,317,0,40,138
Avanti High School,Olympia School District,98501,OLYMPIA,1768,4,155,4,0.025806452,0,0,304,267,272,0,6,0,0,0,38.95,34.825,36.475,15,30,1,50,3.3,46.7,47230,168.1,2,33292,36.5,89.9,55.2,37.4,62.2,13.9,30.9,22.9,36.6,13.7,26.5,7.1,46.4,0,0,0,4978.860291,5423.386058,24.16541518,0.895180423,0.5835727,0.022916953,107704.7301,892.62,394.6785521,0.015425532,47.014718,-122.8819,98501,156,3234,3273,2051,9332,0.016716674,0.346549507,0.219781397,0.350728676,216297,1002.5,3,23.4,1080160.5,3093968,368646.5,0.7025,0.7875,0.6125,2,78,84,0,37,29
